view,feature,class_label,model,available_core_dataset_rows,finite_rho_core_dataset_rows,positive_direction_datasets,negative_direction_datasets,same_direction_dataset_count,adopted_direction,missing_core_datasets,nonfinite_rho_core_datasets,complete_core_matrix,directionally_stable_4_of_5,both_confirmation_q_le_alpha,both_confirmation_match_direction,model_meets_portable_subcriterion
deterministic_crop,peak_dbfs,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,peak_dbfs,0,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,peak_dbfs,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,peak_dbfs,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,peak_dbfs,0,XLSR-SLS,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,peak_dbfs,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,peak_dbfs,1,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
deterministic_crop,peak_dbfs,1,AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,peak_dbfs,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,peak_dbfs,1,RawTFNet,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,peak_dbfs,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,True,False
deterministic_crop,peak_dbfs,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,peak_dbfs,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
deterministic_crop,peak_dbfs,1,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,rms_dbfs,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,rms_dbfs,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,rms_dbfs,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,0,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,rms_dbfs,1,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,rms_dbfs,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,rms_dbfs,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,rms_dbfs,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
deterministic_crop,rms_dbfs,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,rms_dbfs,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,shimmer_proxy_db,0,AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
deterministic_crop,shimmer_proxy_db,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,0,WhisperMFCCMesoNet,5,5,5,0,5,positive,,,True,True,False,True,False
deterministic_crop,shimmer_proxy_db,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,shimmer_proxy_db,0,RawBMamba,5,5,3,2,3,positive,,,True,False,True,True,False
deterministic_crop,shimmer_proxy_db,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,shimmer_proxy_db,1,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,shimmer_proxy_db,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,silence_fraction,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,0,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,silence_fraction,0,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,0,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,0,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,silence_fraction,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
deterministic_crop,silence_fraction,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,0,RawBMamba,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,silence_fraction,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,silence_fraction,1,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,silence_fraction,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,silence_fraction,1,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,silence_fraction,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,silence_fraction,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,silence_fraction,1,RawBMamba,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,0,Spectra-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,0,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_bandwidth_hz,0,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_bandwidth_hz,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_bandwidth_hz,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,0,RawBMamba,5,5,1,4,4,negative,,,True,True,False,True,False
deterministic_crop,spectral_bandwidth_hz,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_bandwidth_hz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,1,Res2TCNGuard,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,1,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
deterministic_crop,spectral_bandwidth_hz,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_bandwidth_hz,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_bandwidth_hz,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
deterministic_crop,spectral_bandwidth_hz,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_centroid_hz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_centroid_hz,0,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_centroid_hz,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_centroid_hz,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_hz,0,W2V2-AASIST,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_centroid_hz,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,RawBMamba,5,5,2,3,3,negative,,,True,False,False,True,False
deterministic_crop,spectral_centroid_hz,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_hz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_centroid_hz,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_hz,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_centroid_hz,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_hz,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_centroid_hz,1,XLSR-SLS,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,RawBMamba,5,5,5,0,5,positive,,,True,True,False,True,False
deterministic_crop,spectral_centroid_std_hz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_centroid_std_hz,0,AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_centroid_std_hz,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,0,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_centroid_std_hz,0,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,0,RawBMamba,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_centroid_std_hz,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_centroid_std_hz,1,RawTFNet,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,spectral_centroid_std_hz,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_centroid_std_hz,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_centroid_std_hz,1,XLSR-SLS,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,spectral_centroid_std_hz,1,RawBMamba,5,5,5,0,5,positive,,,True,True,False,True,False
deterministic_crop,spectral_flatness,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_flatness,0,RawTFNet,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,0,RawBMamba,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,spectral_flatness,1,AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,1,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_flatness,1,RawTFNet,5,5,1,4,4,negative,,,True,True,False,False,False
deterministic_crop,spectral_flatness,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_flatness,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_flatness,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_flux,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_flux,0,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_flux,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,0,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_flux,1,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_flux,1,RawTFNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_flux,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_flux,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_flux,1,RawBMamba,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_rolloff85_hz,0,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_rolloff85_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_rolloff85_hz,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_rolloff85_hz,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_rolloff85_hz,0,W2V2-AASIST,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_rolloff85_hz,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,False,True,False
deterministic_crop,spectral_rolloff85_hz,0,RawBMamba,5,5,2,3,3,negative,,,True,False,False,True,False
deterministic_crop,spectral_rolloff85_hz,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_rolloff85_hz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_rolloff85_hz,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_rolloff85_hz,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,spectral_rolloff85_hz,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_rolloff85_hz,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
deterministic_crop,spectral_rolloff85_hz,1,XLSR-SLS,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,RawBMamba,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,spectral_slope_db_per_khz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,0,AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_slope_db_per_khz,0,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_slope_db_per_khz,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_slope_db_per_khz,0,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,spectral_slope_db_per_khz,0,RawBMamba,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,spectral_slope_db_per_khz,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,spectral_slope_db_per_khz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,1,Res2TCNGuard,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,1,RawTFNet,5,5,1,4,4,negative,,,True,True,False,True,False
deterministic_crop,spectral_slope_db_per_khz,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,False,False
deterministic_crop,spectral_slope_db_per_khz,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
deterministic_crop,spectral_slope_db_per_khz,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
deterministic_crop,voiced_fraction,0,Spectra-AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
deterministic_crop,voiced_fraction,0,AASIST,5,5,3,2,3,positive,,,True,False,False,True,False
deterministic_crop,voiced_fraction,0,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
deterministic_crop,voiced_fraction,0,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
deterministic_crop,voiced_fraction,0,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,voiced_fraction,0,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
deterministic_crop,voiced_fraction,0,XLSR-SLS,5,5,4,1,4,positive,,,True,True,True,True,True
deterministic_crop,voiced_fraction,0,RawBMamba,5,5,4,1,4,positive,,,True,True,False,True,False
deterministic_crop,voiced_fraction,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
deterministic_crop,voiced_fraction,1,AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
deterministic_crop,voiced_fraction,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
deterministic_crop,voiced_fraction,1,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,voiced_fraction,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
deterministic_crop,voiced_fraction,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,voiced_fraction,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
deterministic_crop,voiced_fraction,1,RawBMamba,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,clipping_fraction,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,clipping_fraction,0,AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
full_waveform,clipping_fraction,0,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,clipping_fraction,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,clipping_fraction,0,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,clipping_fraction,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
full_waveform,clipping_fraction,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,clipping_fraction,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,clipping_fraction,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,clipping_fraction,1,AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
full_waveform,clipping_fraction,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,clipping_fraction,1,RawTFNet,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,clipping_fraction,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,clipping_fraction,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,clipping_fraction,1,XLSR-SLS,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,clipping_fraction,1,RawBMamba,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,cpp_proxy_db,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,cpp_proxy_db,0,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,cpp_proxy_db,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,cpp_proxy_db,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,cpp_proxy_db,0,WhisperMFCCMesoNet,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,cpp_proxy_db,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,cpp_proxy_db,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,cpp_proxy_db,0,RawBMamba,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,cpp_proxy_db,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,cpp_proxy_db,1,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,cpp_proxy_db,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,cpp_proxy_db,1,RawTFNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,cpp_proxy_db,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,cpp_proxy_db,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,cpp_proxy_db,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,cpp_proxy_db,1,RawBMamba,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,crest_factor_db,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,crest_factor_db,0,AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,crest_factor_db,0,RawTFNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,0,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,crest_factor_db,0,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,0,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,0,RawBMamba,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,1,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,crest_factor_db,1,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,crest_factor_db,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,crest_factor_db,1,RawTFNet,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,crest_factor_db,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,crest_factor_db,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,crest_factor_db,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,f0_delta_hz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,f0_delta_hz,0,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,f0_delta_hz,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,f0_delta_hz,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,f0_delta_hz,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_delta_hz,0,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,f0_delta_hz,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,f0_delta_hz,0,RawBMamba,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,f0_delta_hz,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,f0_delta_hz,1,AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,f0_delta_hz,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,f0_delta_hz,1,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,f0_delta_hz,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_delta_hz,1,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,f0_delta_hz,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,f0_delta_hz,1,RawBMamba,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_iqr_hz,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_iqr_hz,0,AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,f0_iqr_hz,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,f0_iqr_hz,0,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_iqr_hz,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,False,False,False
