view,feature,class_label,model,available_core_dataset_rows,finite_rho_core_dataset_rows,positive_direction_datasets,negative_direction_datasets,same_direction_dataset_count,adopted_direction,missing_core_datasets,nonfinite_rho_core_datasets,complete_core_matrix,directionally_stable_4_of_5,both_confirmation_q_le_alpha,both_confirmation_match_direction,model_meets_portable_subcriterion
deterministic_crop,low_high_energy_ratio_db,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,0,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,WhisperMFCCMesoNet,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,low_high_energy_ratio_db,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_centroid_hz,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,Spectra-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,modulation_entropy,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,RawTFNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,W2V2-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,Spectra-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,WhisperMFCCMesoNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,W2V2-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,peak_dbfs,1,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,Spectra-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,rms_dbfs,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,Spectra-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,0,RawBMamba,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,Res2TCNGuard,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,XLSR-SLS,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,shimmer_proxy_db,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,Res2TCNGuard,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,RawTFNet,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,WhisperMFCCMesoNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,W2V2-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,0,RawBMamba,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,Res2TCNGuard,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,RawTFNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,W2V2-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,silence_fraction,1,RawBMamba,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,Spectra-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,RawTFNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,WhisperMFCCMesoNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,W2V2-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,0,RawBMamba,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,Res2TCNGuard,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,RawTFNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,W2V2-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_bandwidth_hz,1,RawBMamba,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_hz,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,XLSR-SLS,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,0,RawBMamba,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,RawTFNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,WhisperMFCCMesoNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_centroid_std_hz,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,Res2TCNGuard,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,RawTFNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,WhisperMFCCMesoNet,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,W2V2-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,0,RawBMamba,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,Res2TCNGuard,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,RawTFNet,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,W2V2-AASIST,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,XLSR-SLS,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flatness,1,RawBMamba,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,Res2TCNGuard,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,WhisperMFCCMesoNet,3,3,0,3,3,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,XLSR-SLS,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_flux,1,RawBMamba,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,Spectra-AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,WhisperMFCCMesoNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,W2V2-AASIST,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,XLSR-SLS,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,0,RawBMamba,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,Spectra-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,AASIST,3,3,1,2,2,negative,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,Res2TCNGuard,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,RawTFNet,3,3,3,0,3,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,WhisperMFCCMesoNet,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
deterministic_crop,spectral_rolloff85_hz,1,W2V2-AASIST,3,3,2,1,2,positive,InTheWild;ASVspoof5,,False,False,False,False,False
