model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
xtts2es,ct_no_et2_k03,1,control_word,et2,3,3,11,no,11,3.3386666666666667,3,0.13435915112495422,0.022271012887358665,0.16033333333333333,0.1976238489151001,71,False,3,3.4453333333333336,0.9690402476780186,True,3,correct,1,ella dijo claro bueno vale a la oferta y luego salió
xtts2es,ct_no_et2_k03,2,control_word,et2,3,3,11,no,11,3.616,3,0.14009661972522736,0.03426438570022583,0.16375,0.17103178799152374,77,False,3,3.4453333333333336,1.0495356037151702,True,3,correct,1,ella dijo claro bueno vale a la oferta y luego salió
xtts2es,ct_no_et2_k04,0,control_word,et2,4,4,12,no,12,3.52,4,0.14203765988349915,0.04144963249564171,0.11429166666666667,0.15593060851097107,75,False,3,4.1706666666666665,0.8439897698209718,True,4,correct,1,ella dijo claro bueno vale listo a la oferta y luego salió
xtts2es,ct_no_et2_k04,1,control_word,et2,4,4,12,no,11,4.085333333333334,4,0.1393173485994339,0.04097664728760719,0.176,0.26331329345703125,87,False,4,4.1706666666666665,0.9795396419437341,True,4,correct,1,ella dijo claro bueno vale listo la oferta y luego salió
xtts2es,ct_no_et2_k04,2,control_word,et2,4,4,12,no,12,3.808,4,0.14090563356876373,0.04404262453317642,0.17108333333333334,0.20003482699394226,81,False,3,4.1706666666666665,0.9130434782608695,True,4,correct,1,ella dijo claro bueno vale listo a la oferta y luego salió
xtts2es,ct_no_et2_k06,0,control_word,et2,6,6,14,no,14,4.736,6,0.12940645217895508,0.04718785732984543,0.14791666666666667,0.19675754010677338,101,False,5,5.621333333333332,0.8425047438330172,True,6,correct,1,ella dijo claro bueno vale listo justo fijo a la oferta y luego salió
xtts2es,ct_no_et2_k06,1,control_word,et2,6,6,14,no,4,1.856,2,0.14194844663143158,0.04147486761212349,0.198125,0.321441650390625,39,False,1,5.621333333333332,0.3301707779886149,True,2,truncation,0,ella dijo claro bueno
xtts2es,ct_no_et2_k06,2,control_word,et2,6,6,14,no,13,4.448,4,0.14018312096595764,0.05516260489821434,0.17979166666666666,0.22734718024730682,95,False,4,5.621333333333332,0.7912713472485771,True,4,undercount,0,ella dijo claro bueno vale listo justofijo a la oferta y luego salió
xtts2es,ct_no_et2_k08,0,control_word,et2,8,8,16,no,17,6.176,8,0.13016588985919952,0.05604557320475578,0.16116666666666668,0.24392589926719666,132,False,7,7.071999999999999,0.8733031674208146,True,8,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto a la oferta erta y luego salió
xtts2es,ct_no_et2_k08,1,control_word,et2,8,8,16,no,17,6.261333333333333,8,0.1361551433801651,0.04845477268099785,0.15275,0.16456690430641174,134,False,7,7.071999999999999,0.885369532428356,True,8,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto a la ofer ferta y luego salió
xtts2es,ct_no_et2_k08,2,control_word,et2,8,8,16,no,18,7.381333333333333,8,0.1290292590856552,0.06751056015491486,0.18670833333333334,0.2081710249185562,158,False,8,7.071999999999999,1.043740573152338,True,8,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto a la oferta ta y luego saliónú
xtts2es,ct_no_et2_k12,0,control_word,et2,12,12,20,no,21,8.405333333333333,12,0.12954309582710266,0.050622742623090744,0.13066666666666665,0.21454565227031708,180,False,10,9.973333333333331,0.8427807486631018,False,12,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto claro aro bueno vale listo a la oferta y luego salió
xtts2es,ct_no_et2_k12,1,control_word,et2,12,12,20,no,20,8.448,12,0.13795001804828644,0.04682079702615738,0.14575,0.17907971143722534,181,False,10,9.973333333333331,0.847058823529412,False,12,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto claro bueno vale listo a la oferta y luego salió
xtts2es,ct_no_et2_k12,2,control_word,et2,12,12,20,no,22,11.648,11,0.1169905886054039,0.05175163224339485,2.0828333333333333,0.1562679558992386,250,False,14,9.973333333333331,1.167914438502674,False,14,undercount,0,ella dijo claro bueno  vale listo  justo fijo cierto exacto claro hbueno vale listo a la oferta y luego salió ee etalio
xtts2es,ct_no_et2_k16,0,control_word,et2,16,16,24,no,24,9.472,15,0.13006383180618286,0.057356733828783035,0.13633333333333333,0.16975915431976318,203,False,11,12.874666666666663,0.7357083678541841,False,15,undercount,0,ella dijo claro bueno vale listo justo fijo  cierto exacto  claro  bueno bale listo justo fijo cierto exacto a la oferta y luego salió
xtts2es,ct_no_et2_k16,1,control_word,et2,16,16,24,no,24,9.418666666666667,16,0.1319303959608078,0.055692534893751144,0.14079166666666668,0.2613512873649597,202,False,11,12.874666666666663,0.7315658657829331,False,16,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto  claro bueno vale listo justo fijo cierto exacto a la oferta y luego salió
xtts2es,ct_no_et2_k16,2,control_word,et2,16,16,24,no,26,10.346666666666666,16,0.13170577585697174,0.057970933616161346,0.15529166666666666,0.2176702618598938,222,False,13,12.874666666666663,0.803645401822701,False,16,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto claro bueno vale listo justo fijo cierto exacto a la oferta y luego salióuh ukia
xtts2es,ct_no_et2_k24,0,control_word,et2,24,24,32,no,46,20.149333333333335,23,0.11873389780521393,0.05615107715129852,0.16520833333333335,0.22408968210220337,433,False,26,18.67733333333333,1.078812107367219,True,23,undercount,0,ella dijo claro bueno vale listo justo fijo cierto exacto claro bueno vale listo justo fijo  cierto exacto  claro bueno vale listo tjusto fijo cierto exacto a la oferta y luego salió alió con que sá siento mersiado n edoma es corce colie segur no teb
xtts2es,ct_no_et2_k24,1,control_word,et2,24,24,32,no,34,14.293333333333333,16,0.12967927753925323,0.06806188821792603,0.13495833333333335,0.17521362006664276,307,False,18,18.67733333333333,0.76527698458024,True,16,undercount,0,ella dijo claro bueno vale listo justo fijo cierto exacto claro aro bueno  valelisto justo fijo cierto exacto claro  bueno vale listo justo fijo cierto exacto a la oferta y luego salió undo campora
xtts2es,ct_no_et2_k24,2,control_word,et2,24,24,32,no,32,13.557333333333334,20,0.12471919506788254,0.0647260919213295,0.12325,0.2012690156698227,291,False,17,18.67733333333333,0.7258709308966307,True,20,undercount,0,ella dijo claro bueno  vale listo  justo fijo cierto exacto claro bueno  valelisto justo fijo cierto exacto  claro  bueno valelisto ju o justo fijo cierto exacto a la oferta y luego salió
xtts2es,ct_no_et2_k32,0,control_word,et2,32,32,40,no,52,17.173333333333332,32,0.1232452392578125,0.06660408526659012,0.14575,0.13015246391296387,369,False,22,24.479999999999993,0.701525054466231,False,32,correct,1,ella dijo claro  bueno vale listo o justo fijo cierto exacto claro bueno  vale isto listo justo fijo cierto exacto claro bueno vale listo justo fijo cierto exacto claro claro bueno vale listo justo fijo cierto exacto claro bueno  vale listo  justo sto fijo cierto exacto a la oferta y luego salió
xtts2es,ct_no_et2_k32,1,control_word,et2,32,32,40,no,41,19.829333333333334,32,0.1280742734670639,0.06462161988019943,0.11966666666666667,0.2881518304347992,426,False,26,24.479999999999993,0.810021786492375,False,32,correct,1,ella dijo claro bueno vale listo justo fijo cierto exacto claro bueno vale el listo justo fijo cierto exacto claro bueno vale listo  justo fijo  cierto exacto  claro bueno vale listo justo fijo cierto exacto a la oferta y luego salió
xtts2es,ct_no_et2_k32,2,control_word,et2,32,32,40,no,43,20.149333333333335,30,0.12757760286331177,0.061950523406267166,0.15083333333333335,0.1485700160264969,433,False,26,24.479999999999993,0.8230936819172117,True,30,undercount,0,ella dijo claro bueno  vale listo  justo fijo cierto exacto  claro bueno  vale listo  justo fijo  cierto exacto  claro  bueno vale listo e listo justo fijo cierto exacto  claro  bueno  valelisto  juso justo fijo cierto exacto la oferta y luego salió con tonton
xtts2es,ct_tan_et6_k02,0,control_word,et6,2,2,9,tan,9,3.2426666666666666,2,0.13701948523521423,0.03830970078706741,0.13954166666666667,0.2624901533126831,69,False,2,3.1679999999999984,1.023569023569024,True,2,correct,1,ellos estaban muy poco cansados tras el largo viaje
xtts2es,ct_tan_et6_k02,1,control_word,et6,2,2,9,tan,9,2.784,2,0.14313463866710663,0.03800109028816223,0.12408333333333334,0.17251946032047272,59,False,1,3.1679999999999984,0.8787878787878792,True,2,correct,1,ellos estaban muy poco cansados tras el largo viaje
xtts2es,ct_tan_et6_k02,2,control_word,et6,2,2,9,tan,9,3.477333333333333,2,0.13630397617816925,0.03382905572652817,0.17754166666666665,0.18537095189094543,74,False,3,3.1679999999999984,1.0976430976430982,True,2,correct,1,ellos estaban muy poco cansados tras el largo viaje
xtts2es,ct_tan_et6_k03,0,control_word,et6,3,3,10,tan,10,3.9466666666666668,3,0.13412357866764069,0.03212602809071541,0.18666666666666668,0.1933877021074295,84,False,3,3.711999999999999,1.063218390804598,True,3,correct,1,ellos estaban muy poco algo cansados tras el largo viaje
xtts2es,ct_tan_et6_k03,1,control_word,et6,3,3,10,tan,10,3.296,3,0.14327171444892883,0.0317256823182106,0.16229166666666667,0.2566438317298889,70,False,2,3.711999999999999,0.8879310344827589,True,3,correct,1,ellos estaban muy poco algo cansados tras el largo viaje
xtts2es,ct_tan_et6_k03,2,control_word,et6,3,3,10,tan,10,3.8933333333333335,3,0.13908135890960693,0.033477626740932465,0.167,0.25853773951530457,83,False,3,3.711999999999999,1.048850574712644,True,3,correct,1,ellos estaban muy poco algo cansados tras el largo viaje
xtts2es,ct_tan_et6_k04,0,control_word,et6,4,4,11,tan,11,4.085333333333334,4,0.13662008941173553,0.03165188059210777,0.16641666666666666,0.11254197359085083,87,False,4,4.2559999999999985,0.959899749373434,True,4,correct,1,ellos estaban muy poco algo medio cansados tras el largo viaje
xtts2es,ct_tan_et6_k04,1,control_word,et6,4,4,11,tan,13,5.1946666666666665,3,0.12699595093727112,0.03428277000784874,0.193375,0.3611604571342468,111,False,6,4.2559999999999985,1.2205513784461157,False,6,undercount,0,ellos estaban muy poco algún medio cansados tras el largo viaje kis
xtts2es,ct_tan_et6_k04,2,control_word,et6,4,4,11,tan,11,4.266666666666667,4,0.1414930522441864,0.02856234461069107,0.16325,0.2831895351409912,91,False,4,4.2559999999999985,1.0025062656641608,True,4,correct,1,ellos estaban muy poco algo medio cansados tras el largo viaje
xtts2es,ct_tan_et6_k06,0,control_word,et6,6,6,13,tan,13,4.544,5,0.13847297430038452,0.03615661710500717,0.17795833333333333,0.15232528746128082,97,False,5,5.343999999999999,0.8502994011976048,True,5,undercount,0,ellos estaban muy poco algo medio arto casi cansados tras el largo viaje
xtts2es,ct_tan_et6_k06,1,control_word,et6,6,6,13,tan,13,3.8933333333333335,4,0.14567053318023682,0.03066348284482956,0.12508333333333332,0.1586703658103943,83,False,3,5.343999999999999,0.7285429141716568,True,4,undercount,0,ellos estaban muy poco n medio arto casi cansados tras el largo viaje
xtts2es,ct_tan_et6_k06,2,control_word,et6,6,6,13,tan,14,5.664,5,0.12974348664283752,0.035174597054719925,1.29625,0.4073393940925598,121,False,7,5.343999999999999,1.0598802395209581,False,7,undercount,0,ellos estaban muy poco algo medio arto casi cansados tras el largo viaje ta
xtts2es,ct_tan_et6_k08,0,control_word,et6,8,8,15,tan,15,5.152,6,0.14172561466693878,0.030034245923161507,0.183125,0.2487221211194992,110,False,6,6.4319999999999995,0.800995024875622,True,6,undercount,0,ellos estaban muy poco algo medio arto casi nada biencansados tras el largo viaje g
xtts2es,ct_tan_et6_k08,1,control_word,et6,8,8,15,tan,15,5.0986666666666665,7,0.14066053926944733,0.030531661584973335,0.14158333333333334,0.2059348225593567,109,False,6,6.4319999999999995,0.7927031509121062,True,7,undercount,0,ellos estaban muy poco algo medio arto casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k08,2,control_word,et6,8,8,15,tan,15,5.152,7,0.137658029794693,0.029534006491303444,0.18870833333333334,0.2650451958179474,110,False,6,6.4319999999999995,0.800995024875622,True,7,undercount,0,ellos estaban muy poco algo medio arto casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k12,0,control_word,et6,12,12,19,tan,20,6.677333333333333,11,0.1429477483034134,0.028501449152827263,0.17225,0.20416438579559326,143,False,8,8.608,0.7757125154894671,False,11,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio cansado sados tras el largo viaje
xtts2es,ct_tan_et6_k12,1,control_word,et6,12,12,19,tan,19,6.314666666666667,9,0.14113354682922363,0.033992402255535126,0.162,0.19599974155426025,135,False,8,8.608,0.7335811648079306,True,9,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy pocoalgo medio cansa cansados tras el largo viaje
xtts2es,ct_tan_et6_k12,2,control_word,et6,12,12,19,tan,19,6.826666666666667,9,0.14252327382564545,0.03595994412899017,0.13866666666666666,0.21669495105743408,146,False,9,8.608,0.7930607187112764,True,9,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy pocoalo go medio cansados tras el largo viaje
xtts2es,ct_tan_et6_k16,0,control_word,et6,16,16,23,tan,23,8.032,12,0.14732763171195984,0.026975519955158234,0.14141666666666666,0.17454896867275238,172,False,11,10.784,0.744807121661721,True,12,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy pocoalgo medio-art uarto casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k16,1,control_word,et6,16,16,23,tan,24,8.032,14,0.14245475828647614,0.027692072093486786,0.18245833333333333,0.18500018119812012,172,False,11,10.784,0.744807121661721,False,14,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio edio arto casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k16,2,control_word,et6,16,16,23,tan,24,10.208,14,0.12861116230487823,0.037553783506155014,1.9859166666666668,0.21420316398143768,219,False,15,10.784,0.9465875370919881,True,14,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio arto casi nada bien cansados tras el largo viaje a
xtts2es,ct_tan_et6_k24,0,control_word,et6,24,24,31,tan,32,11.509333333333334,21,0.1461269110441208,0.03175102546811104,0.14783333333333334,0.2224661409854889,247,False,17,15.136000000000003,0.7603946441155742,False,21,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio art arto casi nada bien muy poco algo medio arto casi nada bien cansados as el largo viaje
xtts2es,ct_tan_et6_k24,1,control_word,et6,24,24,31,tan,31,11.925333333333333,14,0.14477907121181488,0.03529113158583641,0.15375,0.2334275096654892,256,False,18,15.136000000000003,0.7878787878787877,False,18,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy pocoalgo medio edio arto casi nada bien muy poco algo medio arto casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k24,2,control_word,et6,24,24,31,tan,33,11.050666666666666,21,0.1443546712398529,0.037294164299964905,0.13329166666666667,0.24750319123268127,237,False,16,15.136000000000003,0.730091613812544,False,21,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio art arto casi nada bien muy poco algo medio arto casi nada bien cansados trasa tras el largo viaje
xtts2es,ct_tan_et6_k32,0,control_word,et6,32,32,39,tan,52,16.064,28,0.14495903253555298,0.0272593442350626,0.158875,0.22635646164417267,345,False,26,19.488000000000003,0.8243021346469621,True,28,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medio art arto casi nada bien muy poco algo medio arto casi nada bien muy poco algo mi o medio arto casi nada bien muy poco algo medio arto casi nada bien cansados dos tras el largo víaje
xtts2es,ct_tan_et6_k32,1,control_word,et6,32,32,39,tan,49,18.752,21,0.13234107196331024,0.030912460759282112,0.14391666666666666,0.26471513509750366,403,False,31,19.488000000000003,0.9622331691297207,False,31,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo algo me dio harto casi nada bien muy poco algo medio hartocasi nada bien muy poco algo medio arto casi nada bien muy poco algo medior io arto  casi nada bien cansados tras el largo viaje
xtts2es,ct_tan_et6_k32,2,control_word,et6,32,32,39,tan,41,16.576,15,0.13142149150371552,0.03290759027004242,0.14641666666666667,0.1414090245962143,356,False,27,19.488000000000003,0.850574712643678,False,27,undercount,0,ellos estaban muy poco algo medio arto casi nada bien muy poco algo medo medio arto casi nada bien muy poco algo medio harto casi nada bien muy poco algo medio arto  casi nada bien cansados tras el largo viaje cosa
xtts2es,ct_veloz_et5_k02,0,control_word,et5,2,2,9,veloz,9,3.3813333333333335,2,0.1358039677143097,0.04207232967019081,0.1755,0.16766375303268433,72,False,2,3.338666666666666,1.0127795527156553,True,2,correct,1,el corredor iba firme suave por el camino estrecho
xtts2es,ct_veloz_et5_k02,1,control_word,et5,2,2,9,veloz,9,3.5733333333333333,2,0.13828033208847046,0.03937183693051338,0.16391666666666665,0.17893128097057343,76,False,2,3.338666666666666,1.0702875399361025,True,2,correct,1,el corredor iba firme suave por el camino estrecho
xtts2es,ct_veloz_et5_k02,2,control_word,et5,2,2,9,veloz,9,3.0613333333333332,2,0.13998541235923767,0.04002144932746887,0.157,0.23227903246879578,65,False,2,3.338666666666666,0.9169329073482431,True,2,correct,1,el corredor iba firme suave por el camino estrecho
xtts2es,ct_veloz_et5_k03,0,control_word,et5,3,3,10,veloz,10,4.085333333333334,3,0.1418667882680893,0.05103620886802673,0.13829166666666667,0.283169150352478,87,False,3,3.928888888888888,1.0398190045248872,True,3,correct,1,el corredor iba firme suave recto por el camino estrecho
xtts2es,ct_veloz_et5_k03,1,control_word,et5,3,3,10,veloz,10,4.224,3,0.13337929546833038,0.047571998089551926,0.16883333333333334,0.2070060521364212,90,False,4,3.928888888888888,1.075113122171946,True,3,correct,1,el corredor iba firme suave recto por el camino estrecho
xtts2es,ct_veloz_et5_k03,2,control_word,et5,3,3,10,veloz,10,3.477333333333333,3,0.13922220468521118,0.03644919395446777,0.15608333333333332,0.20536655187606812,74,False,2,3.928888888888888,0.8850678733031676,True,3,correct,1,el corredor iba firme suave recto por el camino estrecho
xtts2es,ct_veloz_et5_k04,0,control_word,et5,4,4,11,veloz,11,4.8213333333333335,4,0.13773243129253387,0.03901652991771698,0.177125,0.1854040026664734,103,False,5,4.51911111111111,1.0668764752163653,True,4,correct,1,el corredor iba firme suave recto lento por el camino estrecho
xtts2es,ct_veloz_et5_k04,1,control_word,et5,4,4,11,veloz,11,4.8213333333333335,4,0.13547533750534058,0.04077497497200966,0.15745833333333334,0.22196495532989502,103,False,5,4.51911111111111,1.0668764752163653,True,4,correct,1,el corredor iba firme suave recto lento por el camino estrecho
xtts2es,ct_veloz_et5_k04,2,control_word,et5,4,4,11,veloz,11,4.8213333333333335,4,0.13586588203907013,0.0372425876557827,0.14941666666666667,0.22510504722595215,103,False,5,4.51911111111111,1.0668764752163653,True,4,correct,1,el corredor iba firme suave recto lento por el camino estrecho
xtts2es,ct_veloz_et5_k06,0,control_word,et5,6,6,13,veloz,15,5.706666666666667,6,0.1328035444021225,0.034696850925683975,0.17270833333333332,0.17806389927864075,122,False,6,5.699555555555554,1.0012476606363072,True,6,correct,1,el corredor iba firme suave recto lento raudo tieso por el camino o no estrecho
xtts2es,ct_veloz_et5_k06,1,control_word,et5,6,6,13,veloz,14,6.218666666666667,6,0.13307234644889832,0.03916999325156212,0.14629166666666665,0.2780950665473938,133,False,7,5.699555555555554,1.091079226450406,True,6,correct,1,el corredor iba firme suave recto lento raudo tieso por r el camino estrecho
xtts2es,ct_veloz_et5_k06,2,control_word,et5,6,6,13,veloz,14,5.386666666666667,6,0.13654406368732452,0.039308372884988785,0.17775,0.20062807202339172,115,False,5,5.699555555555554,0.9451029320024956,True,6,correct,1,el corredor iba firme suave recto lento raudo tieso por el camino estrecho trecho
xtts2es,ct_veloz_et5_k08,0,control_word,et5,8,8,15,veloz,26,15.082666666666666,8,0.1264597773551941,0.04243205115199089,0.133875,0.2935948073863983,324,False,22,6.879999999999999,2.192248062015504,False,22,loop,0,el corredor iba firme suave recto lento raudo tieso fino y llano ano por el camino estrecho amdo po ese feinollano por el camino estrecho cho
xtts2es,ct_veloz_et5_k08,1,control_word,et5,8,8,15,veloz,16,6.730666666666667,8,0.13645154237747192,0.04753189906477928,0.18266666666666667,0.1961836814880371,144,False,8,6.879999999999999,0.978294573643411,True,8,correct,1,el corredor iba firme suave recto lento raudo tieso fino llano lano  por el camino estrecho
xtts2es,ct_veloz_et5_k08,2,control_word,et5,8,8,15,veloz,34,16.75733333333333,8,0.1246204748749733,0.04893440380692482,0.13216666666666665,0.2187405526638031,360,False,25,6.879999999999999,2.4356589147286822,False,25,loop,0,el corredor iba firme suave recto lento raudo tieso fino llano por el camino estrechoquién mos nomente a hacer en tasiera sofeno escolpeño ee pozo vino corposun duion onpo el sesino chano
xtts2es,ct_veloz_et5_k12,0,control_word,et5,12,12,19,veloz,22,13.28,8,0.12413069605827332,0.05359429121017456,0.16341666666666665,0.18218952417373657,285,False,19,9.240888888888886,1.4370911889188154,False,19,undercount,0,el corredor iba firme suave recto lento raudodieso fino ino llanofirme suave recto lento por do por el camino estrecho josephe sisci
xtts2es,ct_veloz_et5_k12,1,control_word,et5,12,12,19,veloz,20,8.725333333333333,12,0.12994056940078735,0.04309900850057602,0.13966666666666666,0.15270137786865234,187,False,11,9.240888888888886,0.944209311273567,True,12,correct,1,el corredor iba firme suave recto lento raudo tieso fino ya llano firme suave recto lento por el camino estrecho
xtts2es,ct_veloz_et5_k12,2,control_word,et5,12,12,19,veloz,22,8.352,11,0.13259559869766235,0.0423993244767189,0.14570833333333333,0.14562943577766418,179,False,10,9.240888888888886,0.9038091573682189,True,11,undercount,0,el corredor iba a firme suave recto lento raudo tieso fino ya no firme e suave recto lento por el camino estrecho
xtts2es,ct_veloz_et5_k16,0,control_word,et5,16,16,23,veloz,32,21.450666666666667,15,0.09820249676704407,0.04843449965119362,0.14275,0.3951491713523865,461,False,33,11.601777777777775,1.8489120441311682,False,33,loop,0,el corredor iba firme suave recto lento raudo tieso fino llano firme  suave recto lento raudo dieso fino no  llano  por el camino estrecho es entendido e de delentamento a loa in
xtts2es,ct_veloz_et5_k16,1,control_word,et5,16,16,23,veloz,26,11.786666666666667,8,0.13550607860088348,0.052211690694093704,0.18383333333333332,0.22904376685619354,253,False,16,11.601777777777775,1.01593625498008,False,16,undercount,0,el corredor iba firme suave recto lento raudo dieso fino ya o llano firme suave recto lento raudo tieso fino llano o por el camino estrecho
xtts2es,ct_veloz_et5_k16,2,control_word,et5,16,16,23,veloz,25,9.045333333333334,14,0.13399994373321533,0.051002878695726395,0.116,0.1600884199142456,194,False,12,11.601777777777775,0.7796506282562061,True,14,undercount,0,el corredor iba firme suave recto lento raudo tieso fino ya no firme suave be recto lento raudo tieso fino clano por el camino estrecho
xtts2es,ct_veloz_et5_k24,0,control_word,et5,24,24,31,veloz,33,14.346666666666666,23,0.13369248807430267,0.04993818327784538,0.17454166666666668,0.1856473833322525,308,False,21,16.32355555555555,0.8788934872576782,True,23,undercount,0,el corredor iba firme suave recto lento raudo tieso fino llano firme sua suave recto lento raudo tieso fino llano firme suaverect recto lento raudo tieso fino llano por el camino estrechoun ti
xtts2es,ct_veloz_et5_k24,1,control_word,et5,24,24,31,veloz,15,6.634666666666667,10,0.14443302154541016,0.04830961301922798,0.17579166666666668,0.24843941628932953,142,False,8,16.32355555555555,0.40644739708124605,True,10,truncation,0,el corredor iba firme suave recto lento raudo dieso fino llano o firme suave recto
xtts2es,ct_veloz_et5_k24,2,control_word,et5,24,24,31,veloz,33,17.312,16,0.1252974569797516,0.04935802146792412,0.15695833333333334,0.11289650946855545,372,False,26,16.32355555555555,1.0605532563711613,False,26,undercount,0,el corredor iba firme suave recto lento raudo tieso fino llano firme suave  recto lento raudo  tiezo fino yano ano firme suave recto lento raudo tieso fino ya llano por el camino estrecho
xtts2es,ct_veloz_et5_k32,0,control_word,et5,32,32,39,veloz,41,20.704,32,0.13146255910396576,0.048786040395498276,0.5550416666666667,0.15442253649234772,445,False,31,21.04533333333333,0.9837810440952867,True,32,correct,1,el corredor iba firme suave recto lento raudo tieso fino llano firme sua suave recto lento raudo tieso fino llano firme suave recto lento raudo tieso fino llano firme suave recto lento raudo tieso fino llano por el camino estrech trecho
xtts2es,ct_veloz_et5_k32,1,control_word,et5,32,32,39,veloz,41,19.125333333333334,23,0.13158981502056122,0.05712041258811951,0.16520833333333335,0.1670668125152588,411,False,29,21.04533333333333,0.908768373035986,False,29,undercount,0,el corredor iba firme suave recto lento raudo tieso fino llano ano firme  suave rectolento raudo  dieso fino llano firme me suave recto lento raudo tieso fino  llano  firme suave ave recto lento raudo pieso fino llano por el camino estrecho
xtts2es,ct_veloz_et5_k32,2,control_word,et5,32,32,39,veloz,40,20.288,16,0.12197589874267578,0.051652152091264725,0.14933333333333335,0.2062787413597107,436,False,31,21.04533333333333,0.9640141915864169,False,31,undercount,0,el corredor iba firme suave recto lento raudo tieso fino llano firme suave recto lento raudo  tiezo finoyano lano firme  suave recto lento raudo tiasofino llano firme  suave e recto lento raudo tieso fino llano  por el camino estretco trecho
xtts2es,wr_azul_et4_k01,0,word_rep,et4,1,1,8,azul,8,2.688,1,0.13721270859241486,0.041725024580955505,0.126,0.32310932874679565,57,False,1,2.448957264957264,1.0976100067009162,True,1,correct,1,la luz era azul antes de la tormenta
xtts2es,wr_azul_et4_k01,1,word_rep,et4,1,1,8,azul,8,2.272,1,0.1416587233543396,0.028518609702587128,0.180375,0.38985446095466614,48,False,1,2.448957264957264,0.9277417913781553,True,1,correct,1,la luz era azul antes de la tormenta
xtts2es,wr_azul_et4_k01,2,word_rep,et4,1,1,8,azul,8,2.7306666666666666,1,0.1393672078847885,0.03823722153902054,0.12833333333333333,0.3137517273426056,58,False,2,2.448957264957264,1.1150323877596608,True,1,correct,1,la luz era azul antes de la tormenta
xtts2es,wr_azul_et4_k02,0,word_rep,et4,2,2,9,azul,9,2.368,2,0.1436711698770523,0.03313872963190079,0.13308333333333333,0.2477596253156662,50,False,1,2.9811965811965804,0.7943119266055048,True,2,correct,1,la luz era azul azul antes de la tormenta
xtts2es,wr_azul_et4_k02,1,word_rep,et4,2,2,9,azul,9,2.506666666666667,2,0.14480184018611908,0.03987308219075203,0.17933333333333334,0.3349789083003998,53,False,1,2.9811965811965804,0.8408256880733948,True,2,correct,1,la luz era azul azul antes de la tormenta
xtts2es,wr_azul_et4_k02,2,word_rep,et4,2,2,9,azul,9,3.3813333333333335,2,0.13145393133163452,0.03401224687695503,0.14025,0.29542869329452515,72,False,3,2.9811965811965804,1.1342201834862389,True,2,correct,1,la luz era azul azul antes de la tormenta
xtts2es,wr_azul_et4_k03,0,word_rep,et4,3,3,10,azul,10,3.8933333333333335,3,0.136178120970726,0.040340375155210495,0.16008333333333333,0.25615185499191284,83,False,4,3.5134358974358966,1.1081270434376462,True,3,correct,1,la luz era azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k03,1,word_rep,et4,3,3,10,azul,10,3.477333333333333,3,0.13810622692108154,0.0527552105486393,0.13191666666666665,0.3185576796531677,74,False,3,3.5134358974358966,0.9897244278374593,True,3,correct,1,la luz era azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k03,2,word_rep,et4,3,3,10,azul,10,3.712,2,0.13703972101211548,0.044754162430763245,0.18704166666666666,0.2514321506023407,79,False,3,3.5134358974358966,1.0565156468939751,True,2,undercount,0,la luz era azul ázul azul antes de la tormenta
xtts2es,wr_azul_et4_k04,0,word_rep,et4,4,4,11,azul,11,3.7546666666666666,4,0.14104905724525452,0.039445336908102036,0.17416666666666666,0.29777631163597107,80,False,3,4.045675213675213,0.9280692266089781,True,4,correct,1,la luz era azul azul azul azul antes de la tormenta
